parent_id,ts,price,qty,venue,order_type
0171512f8bef17e0ed4d823b2ee52ca5928529f3,2025-08-19 13:29:00,135.25,239,LIT,MARKETABLE
0171512f8bef17e0ed4d823b2ee52ca5928529f3,2025-08-19 13:30:00,135.56,4,DARK,MARKETABLE
0171512f8bef17e0ed4d823b2ee52ca5928529f3,2025-08-19 13:32:00,135.3,185,LIT,MARKETABLE
0171512f8bef17e0ed4d823b2ee52ca5928529f3,2025-08-19 13:32:00,135.52,214,DARK,MARKETABLE
0171512f8bef17e0ed4d823b2ee52ca5928529f3,2025-08-19 13:33:00,135.52,24,LIT,PEG
0171512f8bef17e0ed4d823b2ee52ca5928529f3,2025-08-19 13:34:00,135.63,99,DARK,MARKETABLE
0171512f8bef17e0ed4d823b2ee52ca5928529f3,2025-08-19 13:34:00,135.52,280,DARK,LIMIT
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:00:00,184.68,223,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:01:00,184.73,204,LIT,LIMIT
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:01:00,184.85,434,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:02:00,184.74,73,LIT,LIMIT
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:03:00,184.85,25,DARK,PEG
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:03:00,184.82,242,LIT,LIMIT
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:03:00,184.83,208,LIT,LIMIT
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:03:00,184.93,313,DARK,PEG
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:03:00,184.83,104,LIT,LIMIT
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:04:00,184.65,21,DARK,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:05:00,184.58,27,LIT,LIMIT
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:05:00,184.56,85,LIT,LIMIT
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:06:00,184.81,384,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:07:00,184.79,354,LIT,LIMIT
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:07:00,184.97,304,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:07:00,184.96,32,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:08:00,184.88,307,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:08:00,184.89000000000001,202,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:08:00,184.65,152,LIT,LIMIT
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:08:00,184.93,398,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:08:00,184.82,268,DARK,PEG
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:09:00,184.79,213,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:09:00,184.69,464,LIT,PEG
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:10:00,184.69,48,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:10:00,184.72,223,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:10:00,184.70000000000002,206,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:11:00,184.76,33,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:12:00,184.75,388,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:13:00,184.69,239,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:13:00,184.70000000000002,69,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:13:00,184.72,273,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:15:00,184.63,138,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:16:00,184.76,27,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:16:00,184.4,222,LIT,LIMIT
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:16:00,184.79,293,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:17:00,184.75,596,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:18:00,184.97,458,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:19:00,184.73,148,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:19:00,184.78,456,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:20:00,184.84,188,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:20:00,184.86,249,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:20:00,184.88,17,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:22:00,185.16,72,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:22:00,185.16,20,LIT,MARKETABLE
01df9b2772984038999c6d013f13adc565c980ca,2025-08-19 15:22:00,184.48,266,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:00:00,393.61,35,LIT,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:01:00,393.17,18,LIT,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:02:00,393.47,66,DARK,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:02:00,393.49,104,LIT,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:03:00,394.0,35,LIT,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:03:00,394.12,179,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:03:00,393.91,54,DARK,PEG
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:04:00,394.3,44,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:05:00,394.07,40,LIT,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:05:00,394.17,32,LIT,PEG
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:05:00,394.23,66,DARK,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:05:00,394.24,25,LIT,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:05:00,394.24,20,DARK,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:06:00,394.26,31,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:07:00,393.84000000000003,133,LIT,PEG
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:08:00,394.42,121,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:08:00,394.27,138,LIT,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:08:00,394.23,115,DARK,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:08:00,393.99,22,LIT,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:11:00,394.38,25,LIT,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:11:00,394.3,343,LIT,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:11:00,394.31,91,LIT,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:12:00,394.44,85,LIT,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:14:00,394.24,17,DARK,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:17:00,393.77,6,DARK,PEG
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:19:00,393.55,14,LIT,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:19:00,394.04,49,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:19:00,393.51,135,LIT,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:21:00,393.21000000000004,10,DARK,PEG
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:21:00,393.13,55,LIT,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:22:00,393.39,75,DARK,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:22:00,393.69,201,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:22:00,393.39,444,LIT,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:24:00,393.25,177,DARK,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:25:00,392.88,4,LIT,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:26:00,393.16,73,LIT,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:27:00,393.1,43,DARK,PEG
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:27:00,393.27,116,DARK,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:27:00,393.24,70,LIT,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:28:00,392.67,55,LIT,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:28:00,393.5,111,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:28:00,393.5,162,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:29:00,392.51,49,LIT,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:30:00,393.36,125,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:32:00,392.15000000000003,10,LIT,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:33:00,393.28000000000003,76,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:35:00,393.14,27,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:35:00,392.13,109,LIT,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:36:00,392.85,5,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:36:00,392.82,51,DARK,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:38:00,392.71000000000004,86,LIT,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:38:00,392.19,17,LIT,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:39:00,392.71000000000004,66,DARK,LIMIT
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:39:00,392.11,66,LIT,MARKETABLE
02ef33ec41ad6ee01da6197e7a52454271c24a3e,2025-08-15 10:40:00,392.22,44,LIT,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:01:00,396.24,142,DARK,PEG
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:01:00,396.3,152,DARK,PEG
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:02:00,396.08,96,DARK,PEG
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:03:00,396.13,106,LIT,PEG
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:03:00,396.25,60,LIT,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:03:00,396.05,30,DARK,LIMIT
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:04:00,396.86,312,DARK,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:05:00,397.28000000000003,339,LIT,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:05:00,397.11,10,DARK,LIMIT
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:08:00,397.23,38,LIT,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:09:00,396.94,39,LIT,PEG
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:13:00,396.40000000000003,135,LIT,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:15:00,396.24,52,LIT,PEG
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:15:00,396.06,21,DARK,LIMIT
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:16:00,396.11,441,LIT,LIMIT
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:17:00,397.08,8,LIT,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:19:00,396.31,86,DARK,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:19:00,397.04,569,LIT,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:19:00,396.56,10,DARK,LIMIT
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:19:00,397.04,20,LIT,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:20:00,395.91,344,DARK,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:21:00,396.59000000000003,102,LIT,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:25:00,395.18,0,DARK,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:26:00,395.59000000000003,91,LIT,PEG
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:27:00,395.58,174,LIT,LIMIT
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:28:00,395.52,170,LIT,LIMIT
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:29:00,395.61,40,DARK,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:31:00,395.55,127,LIT,LIMIT
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:32:00,395.2,126,DARK,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:33:00,395.45,158,LIT,LIMIT
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:33:00,395.53000000000003,78,LIT,LIMIT
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:34:00,396.61,124,LIT,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:34:00,396.6,0,LIT,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:36:00,395.59000000000003,116,DARK,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:37:00,395.01,10,DARK,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:39:00,395.24,65,LIT,LIMIT
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:40:00,395.85,162,LIT,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:40:00,394.87,110,DARK,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:40:00,394.81,80,DARK,MARKETABLE
0399f1abebb4441e43af836365aa6712593d0bcd,2025-08-14 15:41:00,394.97,9,DARK,MARKETABLE
04b3cbb8c51701521d527aaf3685b74e84884526,2025-08-14 10:01:00,180.64000000000001,625,LIT,MARKETABLE
04b3cbb8c51701521d527aaf3685b74e84884526,2025-08-14 10:02:00,180.56,342,LIT,LIMIT
04b3cbb8c51701521d527aaf3685b74e84884526,2025-08-14 10:02:00,180.56,78,LIT,LIMIT
04b3cbb8c51701521d527aaf3685b74e84884526,2025-08-14 10:05:00,180.56,230,LIT,MARKETABLE
04b3cbb8c51701521d527aaf3685b74e84884526,2025-08-14 10:06:00,180.58,331,DARK,LIMIT
04b3cbb8c51701521d527aaf3685b74e84884526,2025-08-14 10:06:00,180.53,104,LIT,PEG
04b3cbb8c51701521d527aaf3685b74e84884526,2025-08-14 10:06:00,180.59,39,LIT,LIMIT
04b3cbb8c51701521d527aaf3685b74e84884526,2025-08-14 10:06:00,180.64000000000001,163,DARK,MARKETABLE
04b3cbb8c51701521d527aaf3685b74e84884526,2025-08-14 10:08:00,180.88,973,DARK,MARKETABLE
04b3cbb8c51701521d527aaf3685b74e84884526,2025-08-14 10:08:00,180.79,337,DARK,LIMIT
